age,annual_income,spending_score,membership_years,purchase_frequency,last_purchase_amount
58,41574,15,11.7,6,114.8
63,82777,37,3.1,7,57.58
61,38771,58,7.5,9,168.16
48,56685,5,3.1,14,39.21
37,56932,73,0.1,13,22.89
41,48664,7,15.0,8,227.72
42,32108,41,0.3,9,79.92
53,72786,84,3.4,13,24.03
38,18916,10,0.9,10,33.07
47,49274,62,1.5,16,22.56
41,112565,26,3.1,7,618.08
61,37480,68,1.7,13,54.87
59,31685,24,0.9,14,65.98
47,75758,78,1.2,11,129.73
39,54071,41,1.3,10,12.7
45,76670,65,9.6,9,203.54
24,50166,17,4.8,10,26.33
52,15000,24,1.8,9,490.79
45,99503,27,0.7,8,37.52
31,169738,7,5.0,15,189.65
27,105918,73,0.5,12,10.0
33,15000,99,0.7,14,13.33
33,64257,12,1.4,10,38.39
48,37047,85,6.4,18,10.0
59,25577,3,0.4,11,112.29
42,52766,79,0.4,6,79.48
30,44829,85,2.0,8,16.63
23,66515,10,1.0,11,53.56
61,50713,33,2.5,14,143.71
26,25022,46,1.8,13,10.0
62,34684,59,1.7,13,11.84
53,31483,52,0.4,15,36.52
60,17502,6,0.5,14,56.17
37,21525,2,5.2,13,50.89
35,43189,29,6.5,16,158.72
60,115180,40,0.8,13,96.8
38,35548,97,0.4,17,125.96
21,31117,61,0.2,8,10.3
67,24130,68,2.8,13,64.96
50,49927,68,3.8,18,37.77
44,99464,29,1.4,9,315.6
24,163016,62,3.4,15,67.31
23,58176,60,3.7,13,24.46
32,53316,84,8.2,13,151.87
35,35380,41,0.2,8,107.34
49,39107,87,0.6,15,20.37
28,71503,82,0.2,10,35.94
37,40581,89,6.1,15,36.68
41,44472,65,4.7,10,238.16
32,48280,64,2.6,12,69.68
65,34389,79,0.3,15,130.6
24,46864,63,1.0,14,30.21
38,15000,98,1.1,10,81.59
59,68138,48,2.5,17,260.87
43,200000,20,0.9,14,35.4
61,35199,37,0.2,16,62.69
31,61347,64,3.9,10,10.63
54,81711,91,1.1,7,21.79
38,105675,86,1.8,9,36.55
35,41831,5,0.4,13,15.29
22,16614,34,4.9,10,266.77
20,57545,39,2.5,12,19.97
40,52953,67,7.0,9,140.35
43,39838,81,2.1,8,68.32
54,45247,62,8.5,5,56.66
41,53434,88,6.7,10,324.86
66,60904,24,2.6,12,10.0
36,59390,3,8.1,15,43.14
68,43018,71,1.2,19,14.93
42,61732,89,1.4,12,10.0
38,41315,67,0.1,10,13.02
29,72057,79,2.7,10,55.74
58,33642,93,3.8,9,22.86
50,51217,50,4.5,15,160.12
67,18504,29,0.5,14,42.24
70,39263,74,1.8,13,36.98
21,68905,32,0.6,13,37.18
59,26364,87,3.3,14,48.51
24,40454,39,0.5,11,33.04
39,15000,9,7.0,7,19.66
50,21572,14,0.8,9,178.93
34,25238,68,1.0,7,25.82
41,52106,64,5.7,13,34.46
51,59876,20,1.8,8,91.4
45,47399,28,0.1,10,80.04
60,38965,14,2.0,16,18.69
58,39047,44,0.3,10,135.1
56,75329,98,12.7,9,104.08
39,55697,77,2.7,12,67.6
66,40120,95,0.9,10,32.54
34,106508,97,2.5,12,33.51
51,157942,39,0.2,16,42.86
23,23215,28,4.8,13,12.45
63,67070,64,7.8,11,52.09
23,200000,89,6.2,17,159.26
51,57995,32,1.3,9,156.28
18,52536,9,1.2,18,34.57
27,47408,28,0.1,13,195.76
38,65782,95,3.2,11,537.58
22,77106,17,2.3,19,37.36
19,23228,87,1.8,7,125.19
39,48248,77,7.1,10,10.0
65,15000,55,0.6,11,12.06
19,43235,10,0.0,15,60.91
27,28520,80,0.2,10,16.31
51,60084,6,0.8,16,630.83
33,18145,48,0.1,10,111.88
65,36048,75,2.1,6,173.99
68,87546,67,1.1,11,52.73
56,32669,92,0.6,8,16.38
39,15631,41,4.2,25,29.3
29,57212,79,0.7,9,74.09
41,34478,60,3.5,12,25.39
64,43847,77,1.3,9,122.17
57,31636,42,2.2,11,128.21
55,160273,81,8.1,21,54.93
27,19247,71,0.1,11,10.0
52,200000,28,2.1,14,427.41
68,38778,13,5.8,10,42.3
66,54724,81,2.7,13,1409.7
49,34721,15,1.0,12,119.47
24,33861,36,1.5,12,42.44
38,30610,92,3.4,12,93.45
37,70316,15,6.6,13,10.0
43,21026,75,0.1,13,187.05
21,60989,56,0.2,13,1188.36
63,15000,95,1.2,11,10.0
69,57763,4,0.8,7,38.67
39,81591,99,0.9,11,48.12
32,22817,98,0.8,9,156.07
57,73662,52,0.7,9,683.46
38,50555,91,0.4,16,86.44
32,127906,10,8.2,7,713.48
39,29344,94,0.5,11,66.99
69,200000,45,0.7,9,93.85
45,15000,84,0.8,17,80.95
31,40227,29,8.1,16,236.12
44,17691,53,4.2,13,32.89
58,148840,29,4.7,17,145.76
57,41897,23,0.3,10,12.47
45,44222,57,5.4,13,38.81
43,63955,50,1.6,11,25.43
66,48879,21,0.9,19,60.68
19,34328,43,2.6,14,37.36
42,23063,10,5.2,6,212.42
20,54236,76,4.5,8,19.02
25,61531,30,6.6,12,10.0
61,74401,51,7.9,9,10.71
50,154451,33,0.8,10,180.01
59,15000,18,1.7,11,17.06
69,47068,78,0.0,15,88.01
52,100211,22,6.3,12,38.33
23,45491,64,0.5,7,146.8
56,15000,21,5.9,13,41.39
69,22592,1,1.2,20,1506.01
40,59703,15,1.4,11,532.58
42,58414,36,0.1,12,37.4
67,73387,47,1.2,6,31.74
60,30680,54,6.6,11,2000.0
36,57292,86,0.1,11,14.96
22,27791,32,1.6,11,51.11
68,57295,58,0.1,16,56.09
28,50611,46,1.4,12,54.45
29,29955,54,0.6,10,10.0
27,124855,33,0.9,10,99.08
25,17616,39,6.3,8,17.04
41,45027,23,1.7,18,305.88
45,29562,43,1.0,13,10.0
58,147343,55,2.7,7,58.64
53,70195,2,0.5,8,10.0
54,33203,66,0.9,12,10.0
38,41447,38,2.4,11,19.94
25,149754,29,0.8,9,23.62
26,27784,67,3.4,18,316.99
64,17006,71,2.0,12,52.0
32,58372,36,4.4,18,257.47
65,59170,29,8.9,16,34.61
63,73102,37,0.4,15,112.99
57,73392,100,1.2,14,22.86
35,141835,87,1.2,8,21.07
59,17485,45,0.5,13,10.0
37,23820,16,5.0,11,81.69
23,72934,31,4.3,15,74.78
29,25251,34,2.0,12,138.76
19,20456,50,2.3,15,70.66
24,150167,65,0.2,18,621.06
33,18546,82,2.4,15,67.44
20,39705,62,4.7,15,179.5
62,47305,43,2.6,9,37.01
20,107525,56,0.9,16,18.35
44,15974,15,3.3,17,129.18
67,62898,48,1.3,17,49.06
60,28732,49,2.4,12,148.18
57,71436,81,2.0,18,83.39
55,28450,44,1.4,19,21.08
50,125917,10,3.8,16,198.19
45,28550,20,6.5,13,19.19
18,15000,70,0.0,10,115.63
25,30536,8,8.1,14,254.15
54,41907,45,2.1,12,34.41
49,93846,34,3.6,6,218.59
65,23039,96,5.8,14,87.98
60,23314,51,1.9,15,151.76
54,87233,4,5.4,16,20.0
21,21479,39,0.6,16,70.61
47,44029,84,0.5,11,10.08
23,44569,24,3.2,1,425.63
63,55856,88,6.1,10,10.0
36,31259,55,6.7,13,35.67
49,28107,26,3.1,14,17.85
26,59930,25,2.2,10,122.69
29,28635,36,1.2,12,549.35
28,21677,71,11.7,7,119.81
63,102403,74,1.2,9,1907.48
33,65700,58,4.1,14,10.45
18,141563,12,2.3,14,11.46
62,78462,1,2.8,14,18.7
70,22905,50,1.5,17,63.15
38,51938,25,10.0,13,15.92
47,26652,80,2.5,11,22.15
30,18197,5,8.3,17,114.96
51,37484,83,0.0,12,12.34
21,88337,68,2.6,20,14.02
45,57811,6,3.8,22,33.84
55,21278,26,4.1,14,37.89
48,36702,55,7.1,15,183.46
44,44993,39,0.0,6,18.53
22,17792,9,0.0,10,23.0
42,75199,45,1.9,14,109.73
20,42734,14,0.1,12,142.83
50,21282,55,11.0,13,303.22
21,20572,9,0.8,16,95.87
42,94882,15,1.9,8,63.84
37,39007,37,0.2,6,108.86
51,100128,50,2.2,5,39.61
43,125906,84,1.4,9,39.26
22,90532,72,0.1,14,10.0
52,35594,96,1.2,10,159.51
45,15000,21,1.5,11,70.37
46,59147,57,13.8,12,138.72
26,171947,19,0.7,9,10.0
69,47990,93,2.4,8,51.6
55,15000,58,13.1,11,19.55
67,32698,95,4.7,8,330.84
23,43903,6,15.0,16,114.1
36,25367,4,10.4,11,72.32
61,15000,43,2.0,13,32.51
28,46225,93,3.6,12,87.94
19,30609,42,0.4,13,17.92
64,142004,3,1.7,11,48.44
61,52084,1,5.0,14,27.27
61,64974,55,2.1,12,828.64
26,45640,15,3.6,12,318.6
38,51856,47,4.1,10,195.52
41,18189,85,0.9,11,10.0
51,26262,46,6.3,10,154.01
39,94199,58,1.8,14,68.39
20,55585,95,0.7,13,237.02
29,38595,71,6.0,15,80.39
45,65624,81,1.6,13,54.16
47,66404,83,4.2,10,72.28
43,161868,39,2.4,8,10.0
65,54059,3,1.4,13,21.74
38,25912,30,5.0,10,85.46
45,45733,35,2.6,19,214.28
43,70582,57,1.5,8,28.2
50,89089,29,0.3,12,51.99
38,18601,50,6.8,10,10.0
52,57080,62,0.1,13,314.56
69,28613,52,6.0,14,207.78
51,34892,14,1.3,13,119.41
58,81430,35,3.1,10,88.96
68,76707,28,7.7,8,351.8
64,32633,58,0.5,14,20.78
35,44591,30,2.5,6,18.25
28,35537,90,4.3,8,195.16
40,200000,7,4.3,12,180.04
65,57931,39,2.2,8,13.04
39,29623,95,2.9,13,28.86
34,108369,69,4.3,15,414.43
22,110688,35,5.5,15,89.48
61,143630,52,4.3,14,140.41
28,171578,14,1.3,9,13.59
47,74953,63,15.0,10,120.06
32,39739,36,1.7,18,10.0
44,43409,91,0.1,16,10.0
52,41140,24,1.4,7,130.61
50,38474,40,0.4,11,305.31
37,103152,29,0.4,15,40.26
33,49042,53,1.0,8,28.34
51,87803,22,0.2,9,425.4
19,73563,72,3.5,18,43.22
52,25356,15,0.2,15,50.45
57,17495,69,0.7,10,416.86
45,23341,64,0.3,12,35.72
64,37948,4,0.2,11,24.91
56,53135,75,0.9,9,145.27
23,33223,18,2.5,15,23.24
26,74745,42,10.0,10,45.9
37,35717,30,6.3,15,11.21
18,57192,15,6.3,9,68.2
25,52604,70,0.6,14,59.25
40,138782,55,0.9,13,174.45
20,27305,53,0.2,11,152.74
21,184434,16,4.5,13,105.83
42,34316,73,0.2,13,87.63
64,21937,34,2.4,14,50.0
55,43038,27,0.9,7,113.46
32,200000,13,0.8,13,14.37
38,83878,100,14.0,13,10.0
52,70388,27,4.2,9,220.15
70,78992,73,5.4,12,122.61
70,30891,69,2.5,12,46.88
63,59612,86,6.1,11,198.24
69,49094,31,3.1,3,22.7
31,145137,3,8.8,10,23.42
53,45926,30,1.0,15,19.83
29,39067,21,2.7,9,107.89
34,24370,99,3.5,10,10.0
56,53316,6,1.5,10,21.75
26,58440,92,6.4,13,77.3
52,23838,32,11.7,13,12.87
30,64337,42,2.0,12,24.72
32,56382,62,1.5,16,10.0
35,90045,89,1.9,9,112.95
68,101460,32,5.7,12,23.92
50,51873,99,3.1,11,14.6
23,26322,86,0.1,9,11.54
44,29781,88,2.3,16,33.05
40,141107,39,0.1,13,10.0
44,54138,64,4.5,12,561.64
51,139761,30,1.2,8,10.0
63,66115,63,1.9,9,31.79
55,77052,96,4.8,13,62.07
31,86097,31,0.1,4,21.53
53,23532,87,0.5,13,70.43
70,58933,40,1.5,9,20.92
25,23337,33,0.8,12,342.45
52,41317,63,1.2,11,14.26
36,71976,25,15.0,7,10.0
47,26497,36,5.2,10,11.49
31,68569,24,6.5,18,86.82
37,19949,95,8.3,8,47.39
66,97342,58,1.3,15,134.63
42,32903,39,1.1,13,99.69
57,26469,46,0.8,14,25.44
41,20718,77,5.3,10,30.36
31,34626,10,3.4,7,34.38
43,15606,87,0.8,14,523.86
55,35276,82,1.4,14,125.08
40,94815,32,2.1,16,528.49
39,43773,97,2.3,11,149.75
65,24185,36,6.6,12,50.59
36,56148,28,1.4,9,16.07
63,53249,16,7.2,16,69.53
68,158572,16,1.7,18,50.75
20,78781,18,4.1,12,48.79
59,58886,8,8.0,17,42.48
36,84376,80,7.1,18,10.0
26,45223,75,0.2,8,247.9
45,46852,70,0.7,12,51.39
37,132636,1,1.9,18,10.0
62,18373,62,1.7,8,97.33
24,87620,76,3.1,11,19.55
31,45868,38,8.7,10,107.19
26,41155,92,0.4,16,157.27
36,35181,45,1.8,16,185.59
64,53755,58,0.6,11,45.01
69,47757,81,6.7,7,33.23
31,38222,1,10.0,11,25.77
55,32157,32,2.0,10,22.94
70,15627,8,0.3,12,53.48
53,31752,40,4.6,14,42.47
57,36048,56,3.6,13,20.28
34,53676,63,1.3,11,13.84
47,159189,88,6.6,15,47.92
26,33874,74,11.2,8,32.43
50,26522,74,2.4,12,13.88
69,31930,36,2.5,12,147.92
42,53745,89,1.1,11,457.84
31,69785,57,2.6,10,173.31
28,75887,74,1.7,13,23.01
70,80549,83,1.1,14,51.4
52,87687,45,0.2,15,346.72
58,41467,79,0.9,12,13.35
31,168027,80,0.7,9,139.65
47,39621,2,2.3,13,10.0
58,52344,93,2.8,11,411.93
21,106670,68,2.8,10,32.58
21,68861,50,1.5,5,792.23
45,15000,29,1.6,15,434.27
25,49186,95,5.4,16,48.05
19,82222,81,1.9,7,23.03
58,21892,10,13.2,11,68.97
63,76911,27,1.7,16,43.98
39,61950,15,3.1,5,33.72
58,99743,60,0.2,14,10.0
33,32365,31,3.2,12,29.45
46,89101,21,5.7,15,14.4
66,53947,60,8.6,18,105.85
65,141439,58,15.0,17,179.34
47,200000,41,1.0,11,132.8
29,123376,46,2.6,10,82.34
52,65402,45,1.8,9,19.62
28,197324,26,2.5,13,69.86
63,70409,51,0.5,19,141.36
67,28430,36,5.8,15,27.02
38,47879,52,7.2,16,62.98
38,77420,81,1.8,14,45.85
22,80464,51,1.0,12,401.35
65,24955,3,0.5,13,151.69
37,25434,14,3.5,11,113.41
54,39943,49,1.1,12,10.0
20,67556,77,7.2,20,67.18
61,72950,91,3.3,17,45.33
50,53358,1,3.1,13,44.86
70,29713,57,2.5,7,10.0
26,138991,17,0.1,11,14.8
26,25764,50,8.1,12,50.32
21,107087,98,3.0,23,207.94
52,76366,14,15.0,11,26.88
34,105683,59,2.3,10,33.79
51,37546,81,3.7,15,462.81
41,44999,3,0.2,11,38.24
49,50666,98,3.0,12,46.78
18,36833,40,4.3,9,47.55
25,56114,89,4.5,15,10.86
62,126431,66,4.4,20,108.44
40,22514,34,0.8,6,24.94
64,33046,90,11.1,11,52.66
57,30963,95,15.0,10,93.06
29,46320,9,0.2,19,561.76
29,45192,94,8.3,13,11.23
63,77916,84,1.0,15,154.16
64,50022,21,3.5,11,154.85
32,58790,93,1.2,11,25.38
58,62259,25,10.3,14,112.1
36,56797,44,0.3,18,392.34
43,74756,25,2.1,13,21.8
69,45551,9,1.7,6,72.95
46,131639,62,1.2,12,88.74
39,200000,26,3.1,8,103.65
57,74887,57,0.4,14,137.43
38,56206,37,3.8,9,66.66
68,71306,16,11.8,13,101.1
55,25320,37,4.9,4,18.29
37,54614,76,5.9,10,66.47
46,31609,24,1.3,5,30.83
68,66568,26,1.2,10,12.48
21,31703,20,2.2,19,29.64
24,39860,9,0.1,12,75.44
45,15943,87,8.7,7,92.11
45,24247,29,0.5,11,11.92
21,60652,31,7.0,6,17.72
39,29105,19,0.3,8,130.27
29,92805,20,5.2,13,100.46
62,27657,87,0.5,11,158.3
20,64341,27,0.1,15,281.86
39,31035,94,3.8,10,104.11
61,61776,85,1.0,13,33.19
19,19518,44,3.8,10,62.67
41,37350,35,2.4,9,400.16
51,29503,71,0.3,10,1506.19
44,83277,22,8.1,10,95.17
58,64689,74,1.8,18,103.82
18,23399,87,4.0,15,130.43
25,43394,15,2.1,16,56.18
40,30841,94,2.8,6,220.66
55,86695,98,1.1,17,183.03
23,105125,13,0.7,12,83.53
39,20640,4,2.3,9,37.28
42,80500,82,1.7,14,10.0
35,29912,56,1.5,16,131.49
34,42118,23,3.3,7,70.49
29,49978,97,3.5,20,22.53
23,145796,98,0.1,14,14.07
43,26841,34,1.2,7,120.75
44,80890,100,1.6,18,10.0
25,24272,99,0.3,10,78.22
36,23286,17,0.8,12,150.24
59,49865,28,0.2,17,105.62
18,49664,14,15.0,14,34.16
46,15000,34,4.0,12,12.19
62,98297,75,0.3,6,110.43
66,15000,57,0.1,9,230.59
52,44910,77,3.8,14,27.46
57,108724,97,1.7,12,100.31
31,184519,55,4.6,13,364.24
52,39425,66,7.7,13,81.99
65,20748,98,2.7,10,33.91
62,106332,93,0.6,9,190.38
37,82379,37,4.6,10,22.53
66,36556,68,9.4,14,11.5
30,33879,76,2.6,8,144.72
55,31874,26,3.4,14,33.54
66,39864,61,1.2,11,37.34
63,59257,92,1.4,4,25.73
66,34905,67,4.0,20,30.96
25,37656,84,7.9,13,294.02
60,72024,74,3.0,10,401.42
37,20141,52,4.7,8,470.58
50,39121,18,0.6,6,201.98
43,17933,53,0.7,16,95.54
56,52315,63,2.3,16,10.0
38,15311,53,0.6,12,43.6
70,83617,27,3.0,18,726.4
66,22274,31,1.0,14,32.37
59,16923,91,4.7,11,335.95
60,39412,1,5.0,11,58.33
58,136853,6,1.9,10,10.0
26,75110,11,0.6,10,117.75
41,15469,34,3.1,17,249.51
54,21897,84,14.8,13,51.48
66,38663,63,2.9,13,239.77
58,187777,53,0.1,13,10.0
34,27906,85,0.1,13,10.35
41,28042,85,1.2,15,69.81
38,122572,18,0.7,15,96.79
68,55102,21,5.0,11,278.08
56,92207,19,5.6,8,117.53
58,31689,4,0.9,10,13.04
56,46120,77,1.2,12,70.5
30,107945,82,0.8,14,112.27
28,44940,29,7.2,15,10.0
63,96166,25,2.1,10,51.81
36,61843,56,3.2,5,36.5
28,26271,77,1.6,13,24.89
30,48543,63,3.0,14,99.34
63,88329,27,1.5,13,13.74
62,73251,60,1.2,17,90.04
18,47851,83,3.0,7,106.85
57,15755,49,2.7,16,200.44
61,16687,65,1.0,8,14.18
36,18958,38,0.5,12,10.0
29,36088,83,1.4,10,76.3
25,39094,52,1.6,10,38.72
25,20226,1,3.0,10,1777.89
70,90536,40,7.4,14,94.65
62,22965,81,0.1,7,58.54
29,21539,21,0.8,14,44.37
65,51685,86,0.6,9,12.66
50,87934,15,2.1,11,107.41
62,168200,50,1.7,7,49.65
43,69530,48,3.9,10,49.7
56,126487,32,0.8,15,61.15
45,23688,49,2.7,13,71.2
22,179125,68,6.5,12,10.0
25,16044,45,7.2,12,149.07
42,36231,32,9.6,9,19.77
44,68623,4,4.5,11,46.26
63,18711,65,7.1,23,255.47
40,28106,97,0.8,17,461.9
47,25551,71,0.7,12,10.0
62,40695,73,0.0,12,56.62
64,115030,65,3.7,11,75.75
40,49518,80,8.3,6,10.0
66,37129,18,0.6,11,143.04
64,15000,54,3.0,9,62.77
37,64864,47,4.1,13,68.92
35,78748,6,7.9,11,18.15
35,17676,66,3.1,9,89.61
19,47090,9,10.5,20,149.29
21,55039,68,1.3,17,63.61
47,87444,23,1.3,19,29.47
50,31733,43,2.3,11,32.35
53,28992,51,1.5,14,71.13
35,37275,72,0.0,12,57.89
54,105943,25,3.9,10,161.71
36,91702,80,4.2,13,30.68
64,48396,35,4.1,14,12.65
45,90387,17,1.3,15,84.04
57,15000,18,2.2,14,30.78
37,78825,27,1.3,14,139.83
66,25052,15,0.0,11,55.09
50,141522,81,2.5,13,119.79
29,25885,69,0.4,11,16.16
68,29388,80,0.3,12,64.85
32,68696,15,4.2,11,23.59
58,72792,42,0.0,12,12.62
56,37503,34,9.6,9,19.43
19,61257,48,2.2,14,28.41
46,65987,83,12.2,12,243.14
58,62060,8,0.2,10,27.52
27,38455,10,2.6,10,11.87
19,66378,5,1.3,15,63.93
68,113985,48,5.6,21,56.54
28,23498,26,1.3,9,30.25
30,29612,86,0.9,9,44.99
27,49829,23,5.8,18,176.17
31,26010,62,1.4,12,122.1
35,16613,13,0.1,9,110.07
68,94454,9,1.5,11,13.19
26,15000,20,3.2,10,1743.86
56,38506,92,0.9,8,192.77
45,77293,57,1.7,14,101.54
20,57527,24,0.2,6,13.5
37,38857,33,2.7,13,170.25
23,25375,20,4.2,11,29.92
44,60253,60,1.6,8,43.24
70,27091,48,1.6,20,10.0
19,57501,64,0.3,12,12.31
46,53345,30,0.7,4,92.41
55,53670,73,0.5,11,182.63
20,33383,17,2.0,15,124.2
33,166209,100,2.3,7,119.22
47,60774,14,8.9,11,50.52
57,41472,19,0.2,12,33.51
19,57443,71,2.7,12,77.22
34,30801,59,2.2,11,146.3
58,38879,67,2.2,5,54.92
29,200000,97,6.2,11,233.29
52,30932,44,0.7,19,42.18
60,46785,32,0.1,10,16.84
18,37284,11,3.3,11,53.92
62,26270,2,1.3,9,62.0
32,63111,90,0.1,4,49.48
43,50105,68,0.9,9,253.86
54,84678,17,1.1,14,143.5
38,79725,81,2.9,18,10.0
66,84155,92,0.6,8,344.21
48,28256,94,1.6,11,10.0
42,72011,40,2.0,9,721.43
40,73069,87,1.8,11,38.68
41,26565,46,10.9,14,43.49
55,40490,88,0.1,9,50.8
45,20462,93,9.0,14,86.68
38,73260,4,2.6,13,54.58
60,73058,38,4.8,10,46.52
35,115637,63,1.7,18,262.62
53,42732,29,1.8,16,107.63
52,64272,19,6.3,14,17.28
62,88666,91,6.8,8,132.8
26,31184,29,0.8,12,102.4
70,28464,100,0.7,14,28.38
55,31769,35,2.1,8,141.25
47,39752,70,6.9,13,45.19
61,29075,23,1.2,16,41.85
51,32601,46,3.2,7,40.5
49,83162,44,3.7,12,10.0
20,46267,48,4.5,11,29.02
20,58924,52,2.5,16,128.48
45,35227,8,1.5,10,53.15
61,33866,55,10.2,8,11.68
32,58182,66,2.8,16,173.74
58,52872,77,3.9,15,38.16
40,78181,40,1.3,10,12.61
57,107039,85,3.3,11,770.64
28,32375,31,0.9,17,15.43
65,82183,48,0.8,6,156.87
49,25645,100,3.8,8,21.69
53,170121,61,2.2,16,64.26
50,30583,52,3.4,7,18.49
41,74189,38,0.9,8,12.34
56,25531,91,2.7,10,102.17
51,44745,36,1.8,16,88.8
45,123925,87,2.7,13,215.63
54,30012,55,1.0,10,52.39
24,183967,85,3.8,15,784.01
21,48865,13,4.9,10,75.34
54,88029,37,0.9,13,107.78
18,62427,47,1.1,11,10.7
18,64487,90,3.2,12,26.13
64,20833,71,3.6,8,101.86
37,36911,22,3.7,13,49.35
36,100467,39,3.4,14,68.39
46,39871,87,1.5,13,20.5
27,53279,58,1.5,5,63.2
35,19371,30,0.9,15,62.94
45,35505,18,0.5,8,13.24
52,96165,18,3.5,16,118.04
60,22706,74,0.3,8,10.0
64,75376,39,8.3,11,68.11
48,54538,94,5.3,10,454.28
44,42549,26,5.8,10,123.55
28,41441,71,7.1,12,122.63
66,36511,7,1.6,11,18.6
66,38515,69,5.6,10,456.17
55,85634,65,0.5,14,284.88
22,37826,46,0.1,15,19.84
25,145009,18,4.6,8,30.89
51,58672,13,0.2,13,246.06
65,34691,25,13.4,15,471.24
69,87905,8,3.4,6,11.97
29,71277,74,4.2,6,16.37
55,18169,32,0.8,12,45.95
18,26352,17,3.4,14,10.0
48,45740,79,0.1,10,55.86
21,18955,79,5.5,8,226.53
66,171839,48,0.6,14,10.0
62,80285,63,3.6,13,63.59
67,48630,40,0.8,14,27.16
22,39909,84,0.2,15,390.7
47,34207,15,2.0,13,27.56
41,15086,99,0.6,8,337.91
20,17331,6,3.9,15,26.66
28,153379,94,0.8,11,137.75
62,126015,63,1.3,10,73.87
21,34701,8,2.5,7,46.25
43,84524,95,1.0,16,21.14
44,66426,32,1.4,8,80.46
63,71294,45,5.1,9,32.18
60,20845,52,0.6,9,23.86
44,16565,79,0.3,5,319.66
59,99663,82,1.2,6,105.32
68,15000,13,1.7,14,118.2
67,44850,24,2.3,5,34.13
23,39315,40,1.4,10,43.68
32,37194,14,4.7,10,40.52
70,59199,92,0.1,13,81.83
47,32644,75,1.7,11,117.94
59,62158,70,1.4,8,52.65
54,53353,62,3.1,8,21.09
54,172687,89,10.2,7,136.0
59,21348,61,2.1,15,56.83
54,49889,1,13.0,13,10.0
52,63500,89,1.1,13,10.0
40,42030,66,0.1,15,78.06
23,21977,32,0.5,8,20.18
21,104220,13,1.5,16,91.59
35,60003,33,1.1,11,21.53
26,22922,32,0.3,18,64.06
66,63780,56,1.7,12,34.67
46,136072,24,1.2,12,446.89
30,47964,91,0.4,10,170.78
64,48955,4,1.1,18,275.0
69,125593,88,6.5,15,56.2
34,27385,23,1.1,8,146.47
62,138210,29,3.8,14,60.95
49,87881,98,2.8,14,318.46
65,28154,21,1.7,12,50.05
39,32828,30,0.8,10,10.21
21,35778,90,1.4,12,10.0
22,16315,20,2.7,15,404.23
54,57313,16,1.3,13,96.95
58,28929,67,0.7,11,104.91
66,58567,49,0.4,13,326.22
30,22593,58,6.4,12,10.0
51,85289,44,1.7,13,35.51
62,76311,25,2.9,12,41.13
39,32095,23,2.0,9,133.05
70,60827,59,6.2,17,23.78
40,51521,1,2.4,13,12.91
68,119297,97,2.0,15,12.78
20,26383,15,7.8,8,216.87
59,44739,81,3.8,13,22.4
51,33375,98,0.4,11,28.15
49,50356,81,0.6,10,116.91
62,67505,52,4.6,9,23.6
68,33153,58,5.4,16,10.0
66,39400,41,2.4,16,10.0
38,87520,44,2.4,3,51.0
63,110679,4,3.0,15,99.17
61,65914,77,1.7,14,42.83
38,45126,68,3.4,10,91.52
61,42622,7,0.3,11,10.0
28,68109,46,9.8,10,10.0
56,56199,9,4.2,10,816.25
21,18226,87,3.0,17,239.69
68,69108,33,1.1,11,137.38
18,29250,33,0.5,18,24.74
45,20948,84,1.6,11,41.03
41,18015,4,3.3,10,54.49
52,43059,65,3.0,17,264.33
30,26637,34,1.4,9,88.53
64,15000,91,2.9,12,102.63
51,39534,85,5.0,14,44.65
28,36521,88,0.1,13,141.34
53,44804,79,1.8,11,78.48
68,33612,99,4.3,14,57.56
34,146913,64,2.4,10,22.38
52,66863,25,3.2,8,47.64
35,36323,55,2.2,9,14.95
57,47184,9,14.4,9,52.03
39,114552,17,0.2,14,60.75
41,87026,21,2.0,13,10.0
36,21210,60,0.3,10,41.41
54,27321,13,0.5,12,13.32
56,30665,3,1.4,16,99.32
38,37653,68,0.5,7,117.28
25,34294,4,9.9,13,32.73
45,50031,92,8.8,20,105.51
22,76224,7,1.2,15,110.97
34,84254,26,3.1,6,41.44
54,40292,75,2.3,9,344.17
53,18383,24,5.1,10,22.87
36,26258,10,3.0,9,319.14
44,35887,13,0.0,16,41.67
70,23224,44,4.3,5,19.85
51,97198,39,4.1,16,35.81
28,24155,19,2.1,8,14.6
62,70985,51,7.0,9,139.98
64,17869,19,7.2,13,10.0
29,72716,76,2.2,8,289.32
38,45091,52,2.8,11,17.76
28,121481,86,15.0,7,149.01
56,24861,47,1.1,11,56.21
45,34945,30,1.2,9,75.56
22,39251,46,0.6,16,26.9
34,44734,76,6.8,13,83.38
37,39831,93,4.1,14,64.2
58,40295,21,0.3,11,10.0
63,39901,75,12.0,14,17.2
29,15000,48,3.9,13,28.53
23,88965,62,5.7,7,22.07
34,200000,58,0.1,10,245.52
68,58627,18,2.1,11,55.06
36,24798,59,3.6,13,21.45
43,26351,91,2.3,7,30.3
65,70820,48,3.3,11,29.8
61,61776,63,5.1,15,38.64
61,41333,12,1.4,18,15.02
69,77037,87,5.7,10,20.56
49,15000,34,0.5,10,136.99
23,77067,61,0.9,12,68.2
53,56537,87,0.1,7,45.48
55,26968,53,1.4,9,54.77
28,20743,25,1.4,12,51.69
50,52722,62,4.9,9,42.48
41,114044,4,3.2,16,101.55
40,42750,94,1.7,16,92.92
32,29389,94,3.2,10,10.0
